"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de empleado en la página OrangeHRM Demo","Realizar registro en la página","SUCCESS","2018-11-11T23:54:37.375-05:00[America/Bogota]","0.0","67.81"
